entity,invoice_number,invoice_date,year,item_code,quantity,contact_raw,contact_canonical,status,account_raw,product_line,net,is_product_revenue,is_intra_group,description,item_description,category,category_source
SRND Group Ltd,#SR241356,2026-06-23,2026,,,New Wave AV,New Wave AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,6991.8,1,0,New Wave AV - Dynamic 2TB - Top and Bottom Masking Screen - (D#WX0RZO9),Dynamic 2TB - Top and Bottom Masking Screen - (D#WX0RZO9),Masking screens,description-rule
SRND Group Ltd,#SR241356,2026-06-23,2026,,,New Wave AV,New Wave AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,3178.2,1,0,New Wave AV - Hush Box - Small - Left and Rear (L) / 150mm,Hush Box - Small - Left and Rear (L) / 150mm,Hush boxes,description-rule
SRND Group Ltd,#SR241236,2025-09-18,2025,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,800.0,1,0,NV&B CONSTRUCTION LTD - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241253,2025-11-05,2025,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,3840.0,1,0,NV&B CONSTRUCTION LTD - 25mm Foam Panels - 2000mm x 1000mm,25mm Foam Panels - 2000mm x 1000mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241256,2025-11-13,2025,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,2200.0,1,0,NV&B CONSTRUCTION LTD - 25mm Foam Panels - 2000mm x 1000mm,25mm Foam Panels - 2000mm x 1000mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241256,2025-11-13,2025,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,7875.0,1,0,NV&B CONSTRUCTION LTD - 50mm Foam Panels - 2000 x 1000,50mm Foam Panels - 2000 x 1000,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241256,2025-11-13,2025,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,960.0,1,0,NV&B CONSTRUCTION LTD - Additional Charge for Urgent Delivery on original 25mm panels,Additional Charge for Urgent Delivery on original 25mm panels,Surcharges,description-rule
SRND Group Ltd,#SR241288,2026-02-04,2026,,,NV&B CONSTRUCTION LTD,NV&B CONSTRUCTION LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,1750.0,1,0,NV&B CONSTRUCTION LTD - 50mm Foam Panels - 2000 x 1000,50mm Foam Panels - 2000 x 1000,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241368,2026-07-20,2026,,,OKTO Integrated Services Ltd,OKTO Integrated Services Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,5481.0,1,0,OKTO Integrated Services Ltd - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,description-rule
SRND Group Ltd,#SR241368,2026-07-20,2026,,,OKTO Integrated Services Ltd,OKTO Integrated Services Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,5297.4,1,0,OKTO Integrated Services Ltd - Projector Port Hole (Single Glazed),Projector Port Hole (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241261,2025-11-28,2025,,,One Diversified Netherlands B.V.,One Diversified Netherlands B.V.,Receivable Invoice,SRND Store Sales,SRND Store Sales,5202.01,1,0,One Diversified Netherlands B.V. - Motorised Mirror Drop - Small,Motorised Mirror Drop - Small,Projector Mounts,description-rule
SRND Group Ltd,#SR241041,2024-04-29,2024,,,ONEXP,ONEXP,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,791.27,1,0,ONEXP - DT-IS-ATP-450 (4339 x 1831mm image size),DT-IS-ATP-450 (4339 x 1831mm image size),Projection Screens,account
SRND Group Ltd,#SR241041,2024-04-29,2024,,,ONEXP,ONEXP,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,15.27,1,0,ONEXP - DT fabric tool,DT fabric tool,Projection Screens,account
SRND Group Ltd,#SR241204,2025-06-27,2025,,,ONEXP,ONEXP,Receivable Invoice,SRND Store Sales,SRND Store Sales,247.83,1,0,ONEXP - DT custom porthole glass only - 240 x 200 x 6mm,DT custom porthole glass only - 240 x 200 x 6mm,Port holes & glass,description-rule
SRND Group Ltd,#SR241348,2026-06-08,2026,,,ONEXP,ONEXP,Receivable Invoice,SRND Store Sales,SRND Store Sales,480.0,1,0,ONEXP - DT-S-TENSION - Replacement Tension bands for DYN-2S-2339-2.37,DT-S-TENSION - Replacement Tension bands for DYN-2S-2339-2.37,Screen accessories,description-rule
SRND Group Ltd,#SR241264,2025-12-05,2025,,,Orchestral Limited,Orchestral Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,204.0,1,0,Orchestral Limited - 10COCL Fabric Track - 10,10COCL Fabric Track - 10,Fabric track,description-rule
SRND Group Ltd,#SR241264,2025-12-05,2025,,,Orchestral Limited,Orchestral Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,408.0,1,0,Orchestral Limited - 10COTD Fabric Track - 10,10COTD Fabric Track - 10,Fabric track,description-rule
SRND Group Ltd,#SR241312,2026-04-11,2026,,,Orchestral Limited,Orchestral Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,204.0,1,0,Orchestral Limited - 10COTD Fabric Track - 10,10COTD Fabric Track - 10,Fabric track,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 1544 Aluminium,Ultrasuede XL sample - 1544 Aluminium,Fabric samples,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 1545 Silver Gray,Ultrasuede XL sample - 1545 Silver Gray,Fabric samples,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 3541 Gray Mist,Ultrasuede XL sample - 3541 Gray Mist,Fabric samples,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 5540 Steel Gray,Ultrasuede XL sample - 5540 Steel Gray,Fabric samples,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 5548 Asphalt,Ultrasuede XL sample - 5548 Asphalt,Fabric samples,description-rule
SRND Group Ltd,#SR241259,2025-11-19,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,5.0,1,0,Out of Hour AV - Ultrasuede XL sample - 5788 Charcoal,Ultrasuede XL sample - 5788 Charcoal,Fabric samples,description-rule
SRND Group Ltd,#SR241265,2025-12-08,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,1681.02,1,0,Out of Hour AV - Ultrasuede XL - 5540 Steel Gray,Ultrasuede XL - 5540 Steel Gray,Fabrics,description-rule
SRND Group Ltd,#SR241265,2025-12-08,2025,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,537.29,1,0,Out of Hour AV - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,description-rule
SRND Group Ltd,#SR241297,2026-02-18,2026,,,Out of Hour AV,Out of Hour AV,Receivable Invoice,SRND Store Sales,SRND Store Sales,204.0,1,0,Out of Hour AV - 10MOTD Fabric Track Black - 10,10MOTD Fabric Track Black - 10,Fabric track,description-rule
SRND Group Ltd,#SR241148,2025-02-25,2025,,,Pedro Barbosa,Pedro Barbosa,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,21658.0,1,0,Pedro Barbosa - Dynamic 4 - 4-Way Masking Screen - (D#HULY1BD),Dynamic 4 - 4-Way Masking Screen - (D#HULY1BD),Projection Screens,account
SRND Group Ltd,#SR241006,2024-01-30,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,500.0,1,0,Perfect Integration Ltd - MMD v1 Actuator and Control upgrade (factory return),MMD v1 Actuator and Control upgrade (factory return),Projector Mounts,account
SRND Group Ltd,#SR241007,2024-02-01,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1827.0,1,0,Perfect Integration Ltd - Vertical Projector Mount,Vertical Projector Mount,Projector Mounts,account
SRND Group Ltd,#SR241020,2024-03-20,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Projectors,Projectors,16575.0,1,0,Perfect Integration Ltd - Barco Medea Projector - GLD3 - Standard Zoom Lens Option (1.35-2.00),Barco Medea Projector - GLD3 - Standard Zoom Lens Option (1.35-2.00),Projectors,account
SRND Group Ltd,#SR241037,2024-04-25,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,780.0,1,0,Perfect Integration Ltd - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,account
SRND Group Ltd,#SR241036,2024-04-25,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1980.0,1,0,Perfect Integration Ltd - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,account
SRND Group Ltd,#SR241036,2024-04-25,2024,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1560.0,1,0,Perfect Integration Ltd - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,account
SRND Group Ltd,#SR241157,2025-03-21,2025,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,120.0,1,0,Perfect Integration Ltd - Dynamic Masking Screen - Tension Bands - DYN-2S-410,Dynamic Masking Screen - Tension Bands - DYN-2S-410,Screen accessories,description-rule
SRND Group Ltd,#SR241226,2025-08-14,2025,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,120.0,1,0,Perfect Integration Ltd - Masking Screen - Tension Bands - DT-DYN-2S-360,Masking Screen - Tension Bands - DT-DYN-2S-360,Screen accessories,description-rule
SRND Group Ltd,#SR241273,2026-01-08,2026,,,Perfect Integration Ltd,Perfect Integration Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,200.0,1,0,Perfect Integration Ltd - Dynamic Masking Motors,Dynamic Masking Motors,Screen accessories,description-rule
SRND Group Ltd,#SR241003,2024-01-12,2024,,,Photo & Data Image DeBoot,Photo & Data Image DeBoot,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1675.77,1,0,Photo & Data Image DeBoot - Vertical Projector Mount,Vertical Projector Mount,Projector Mounts,account
SRND Group Ltd,#SR241114,2024-12-04,2024,,,Photo & Data Image DeBoot,Photo & Data Image DeBoot,Receivable Invoice,SRND Store Sales,SRND Store Sales,1008.57,1,0,Photo & Data Image DeBoot - Projector Port Hole Small (Single Glazed),Projector Port Hole Small (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241047,2024-05-15,2024,,,Plafond Sébastien Dhennin EIRL,Plafond Sébastien Dhennin EIRL,Receivable Invoice,SRND Store Sales,SRND Store Sales,795.6,1,0,Plafond Sébastien Dhennin EIRL - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241132,2025-01-28,2025,,,Plafond Sébastien Dhennin EIRL,Plafond Sébastien Dhennin EIRL,Receivable Invoice,SRND Store Sales,SRND Store Sales,1193.4,1,0,Plafond Sébastien Dhennin EIRL - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241150,2025-03-01,2025,,,Plafond Sébastien Dhennin EIRL,Plafond Sébastien Dhennin EIRL,Receivable Invoice,SRND Store Sales,SRND Store Sales,795.6,1,0,Plafond Sébastien Dhennin EIRL - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241343,2026-06-02,2026,,,Plafond Sébastien Dhennin EIRL,Plafond Sébastien Dhennin EIRL,Receivable Invoice,SRND Store Sales,SRND Store Sales,397.8,1,0,Plafond Sébastien Dhennin EIRL - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,298.61,1,0,Planar UK Limited - SRND-FW-ALU-2420-842,SRND-FW-ALU-2420-842,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,467.11,1,0,Planar UK Limited - SRND-FW-ALU-2305-540,SRND-FW-ALU-2305-540,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,271.12,1,0,Planar UK Limited - SRND-FW-ALU-3122-385,SRND-FW-ALU-3122-385,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,341.17,1,0,Planar UK Limited - SRND-FW-ALU-2305-1150,SRND-FW-ALU-2305-1150,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,378.81,1,0,Planar UK Limited - SRND-FW-ALU-3000-940,SRND-FW-ALU-3000-940,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,217.68,1,0,Planar UK Limited - SRND-FW-ALU-2305-450,SRND-FW-ALU-2305-450,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,526.57,1,0,Planar UK Limited - SRND-FW-ALU-Curved-725,SRND-FW-ALU-Curved-725,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,425.36,1,0,Planar UK Limited - SRND-FW-ALU-2305-450,SRND-FW-ALU-2305-450,Metal Fabric Track,account
SRND Group Ltd,#SR241192,2025-05-27,2025,,,Planar UK Limited,Planar UK Limited,Receivable Invoice,Sales - Services - On Site Services,On Site Services,1500.0,1,0,Planar UK Limited - On Site Installation,On Site Installation,On Site Services,account
SRND Group Ltd,#SR241125,2025-01-13,2025,,,PlanPro OÜ,PlanPro OÜ,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,3353.76,1,0,PlanPro OÜ - Vertical Projector Mirror Mount - XL,Vertical Projector Mirror Mount - XL,Projector Mounts,account
SRND Group Ltd,#SR241243,2025-10-03,2025,,,Potters Home Digital,Potters Home Digital,Receivable Invoice,SRND Store Sales,SRND Store Sales,4749.0,1,0,"Potters Home Digital - Sylvox Cinema Pro 75"" TV OQ75A3KOHK-UK","Sylvox Cinema Pro 75"" TV OQ75A3KOHK-UK",Displays,description-rule
SRND Group Ltd,#SR241305,2026-03-12,2026,,,Potters Home Digital,Potters Home Digital,Receivable Invoice,SRND Store Sales,SRND Store Sales,9498.8,1,0,"Potters Home Digital - OQ75A3KOHK-UK - Sylvox Cinema Pro 75""","OQ75A3KOHK-UK - Sylvox Cinema Pro 75""",Displays,description-rule
SRND Group Ltd,#SR241078,2024-09-10,2024,,,Premier Film,Premier Film,Receivable Invoice,SRND Store Sales,SRND Store Sales,907.72,1,0,Premier Film - Projector Port Hole Small (Single Glazed),Projector Port Hole Small (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241079,2024-09-10,2024,,,Premier Film,Premier Film,Receivable Invoice,SRND Store Sales,SRND Store Sales,1239.36,1,0,Premier Film - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241079,2024-09-10,2024,,,Premier Film,Premier Film,Receivable Invoice,SRND Store Sales,SRND Store Sales,485.44,1,0,Premier Film - LW-PSU-MW-12V-350W PSU 12V 350W,LW-PSU-MW-12V-350W PSU 12V 350W,LED Control and Power,description-rule
SRND Group Ltd,#SR241079,2024-09-10,2024,,,Premier Film,Premier Film,Receivable Invoice,SRND Store Sales,SRND Store Sales,525.3,1,0,Premier Film - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,description-rule
SRND Group Ltd,#SR241281,2026-01-22,2026,,,Prestige Audio Ltd,Prestige Audio Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,3814.2,1,0,Prestige Audio Ltd - Frontier - (D#D1CP61I),Frontier - (D#D1CP61I),Fixed & specialist screens,description-rule
SRND Group Ltd,#SR241282,2026-01-22,2026,,,Prestige Audio Ltd,Prestige Audio Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,3178.44,1,0,Prestige Audio Ltd - Projector Port Hole (Single Glazed),Projector Port Hole (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241008,2024-02-07,2024,,,proAV limited,proAV limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,750.0,1,0,proAV limited - STH-LR8G (Pair),STH-LR8G (Pair),Speakers,account
SRND Group Ltd,#SR241092,2024-10-02,2024,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,2542.8,1,0,proAV limited - Contempo - (D#KY5WZKM),Contempo - (D#KY5WZKM),Fixed & specialist screens,description-rule
SRND Group Ltd,#SR241272,2025-12-19,2025,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,3750.0,1,0,proAV limited - Leadenhall Audio and Video Calibration,Leadenhall Audio and Video Calibration,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241315,2026-04-17,2026,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,2225.4,1,0,proAV limited - DT-CNTP-330 - Contempo - W3260 x H1830 viewing area - ATStudio,DT-CNTP-330 - Contempo - W3260 x H1830 viewing area - ATStudio,Fixed & specialist screens,description-rule
SRND Group Ltd,#SR241347,2026-06-04,2026,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,9181.2,1,0,proAV limited - Hush Box - Medium Plus - Left and Rear (L) / 250mm,Hush Box - Medium Plus - Left and Rear (L) / 250mm,Hush boxes,description-rule
SRND Group Ltd,#SR241347,2026-06-04,2026,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1836.24,1,0,proAV limited - 20% Rush fee for the Hush Boxes,20% Rush fee for the Hush Boxes,Surcharges,description-rule
SRND Group Ltd,#SR241347,2026-06-04,2026,,,proAV limited,proAV limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1461.6,1,0,proAV limited - Mistral Commander - Fan Controller 2 Zone,Mistral Commander - Fan Controller 2 Zone,Airflow,description-rule
SRND Group Ltd,#SR241066,2024-07-11,2024,,,Proxitel,Proxitel,Receivable Invoice,SRND Store Sales,SRND Store Sales,1863.53,1,0,Proxitel - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,description-rule
SRND Group Ltd,#SR241067,2024-07-11,2024,,,Proxitel,Proxitel,Receivable Invoice,SRND Store Sales,SRND Store Sales,176.71,1,0,Proxitel - DAP Express shipping DHL,DAP Express shipping DHL,Shipping,description-rule
SRND Group Ltd,#SR241082,2024-09-13,2024,,,Quinn London Ltd,Quinn London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,2943.0,1,0,Quinn London Ltd - Projector Port Hole (Single Glazed),Projector Port Hole (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241141,2025-02-18,2025,,,Raid Systems Ltd,Raid Systems Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,540.0,1,0,Raid Systems Ltd - PhaseTech CI7.3x,PhaseTech CI7.3x,Speakers,description-rule
SRND Group Ltd,#SR241141,2025-02-18,2025,,,Raid Systems Ltd,Raid Systems Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,720.0,1,0,Raid Systems Ltd - PhaseTech CI120,PhaseTech CI120,Speakers,description-rule
SRND Group Ltd,#SR241085,2024-09-13,2024,,,Richer Sounds,Richer Sounds,Receivable Invoice,SRND Store Sales,SRND Store Sales,1827.0,1,0,Richer Sounds - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,description-rule
SRND Group Ltd,#SR241120,2024-12-20,2024,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,Sales - Materials - Projectors,Projectors,9583.47,1,0,RMC London Ltd - I600-4K8 Projector,I600-4K8 Projector,Projectors,account
SRND Group Ltd,#SR241120,2024-12-20,2024,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,Sales - Materials - Projectors,Projectors,1061.02,1,0,RMC London Ltd - ILD6 - Standard Zoom Lens Option (1.40-2.10),ILD6 - Standard Zoom Lens Option (1.40-2.10),Projectors,account
SRND Group Ltd,#SR241120,2024-12-20,2024,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,Sales - Materials - Video Processors,Video Processors,3460.16,1,0,RMC London Ltd - Mad VR Envy Core,Mad VR Envy Core,Video Processors,account
SRND Group Ltd,#SR241120,2024-12-20,2024,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,5279.07,1,0,RMC London Ltd - DT-DYN-AM-335-2.4-ATR,DT-DYN-AM-335-2.4-ATR,Projection Screens,account
SRND Group Ltd,#SR241120,2024-12-20,2024,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,Sales - Services - On Site Services,On Site Services,912.72,1,0,RMC London Ltd - Commissioning Support - SRND Display Products,Commissioning Support - SRND Display Products,On Site Services,account
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,1769.34,1,0,RMC London Ltd - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,3693.83,1,0,RMC London Ltd - DT-FRNT-420 - Size TBC,DT-FRNT-420 - Size TBC,Fixed & specialist screens,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,1389.71,1,0,RMC London Ltd - MAG Theatron TDC-3200w Amplifier,MAG Theatron TDC-3200w Amplifier,Audio Amplifiers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,1626.98,1,0,RMC London Ltd - MAG Theatron M8-LR - Black,MAG Theatron M8-LR - Black,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,813.49,1,0,RMC London Ltd - MAG Theatron M8-C - Black,MAG Theatron M8-C - Black,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,2614.8,1,0,RMC London Ltd - MAG Theatron S6 - Black,MAG Theatron S6 - Black,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,1162.14,1,0,RMC London Ltd - MAG Theatron S4 - Black,MAG Theatron S4 - Black,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,1220.24,1,0,RMC London Ltd - MAG Theatron Hammer-12,MAG Theatron Hammer-12,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,174.32,1,0,RMC London Ltd - MAGT-WMT-12D wall mount,MAGT-WMT-12D wall mount,Speakers,description-rule
SRND Group Ltd,#SR241341,2026-05-29,2026,,,RMC London Ltd,RMC London Ltd,Receivable Invoice,SRND Store Sales,SRND Store Sales,679.85,1,0,RMC London Ltd - MAGT-WMT-20 wall mount,MAGT-WMT-20 wall mount,Speakers,description-rule
SRND Group Ltd,#SR241045,2024-05-13,2024,,,Roelandschap Audio Video Engineering,Roelandschap Audio Video Engineering,Receivable Invoice,SRND Store Sales,SRND Store Sales,4022.2,1,0,Roelandschap Audio Video Engineering - VMM-XL custom mirror,VMM-XL custom mirror,Projector Mounts,description-rule
SRND Group Ltd,#SR241086,2024-09-13,2024,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,2162.0,1,0,S M CONTRACTS LTD - Barco Thor Annual Service - Parts and Labour,Barco Thor Annual Service - Parts and Labour,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241086,2024-09-13,2024,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,1715.0,1,0,S M CONTRACTS LTD - Additional Charges for Second Visit,Additional Charges for Second Visit,Surcharges,description-rule
SRND Group Ltd,#SR241095,2024-10-10,2024,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,SRND Store Sales,SRND Store Sales,280.0,1,0,S M CONTRACTS LTD - Tension Band Set for Dynamic Mask Screen - 7167mm Wide,Tension Band Set for Dynamic Mask Screen - 7167mm Wide,Screen accessories,description-rule
SRND Group Ltd,#SR241197,2025-06-10,2025,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,Sales - Materials - LED Video Walls,LED Video Walls,113240.0,1,0,S M CONTRACTS LTD - Infinity DCI Cinema LED Wall - 2K,Infinity DCI Cinema LED Wall - 2K,LED Video Walls,account
SRND Group Ltd,#SR241197,2025-06-10,2025,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,Sales - Materials - LED Video Walls,LED Video Walls,9150.0,1,0,S M CONTRACTS LTD - Dolby IMS3000 DCI Playback Server 2TB,Dolby IMS3000 DCI Playback Server 2TB,LED Video Walls,account
SRND Group Ltd,#SR241197,2025-06-10,2025,,,S M CONTRACTS LTD,S M CONTRACTS LTD,Receivable Invoice,Sales - Materials - Video Processors,Video Processors,3791.08,1,0,S M CONTRACTS LTD - Mad VR Envy Core,Mad VR Envy Core,Video Processors,account
